용례번호,규정코드,외래어구분,대분류구분,중분류구분,한글표기,원어표기,로마자표기,국명,언어명,이표기1,이표기2,이표기3,오표기1,오표기2,오표기3,오표기4,오표기5,의미,출전,노출여부,등록일시,수정일시 
55560,외래어 표기법,일반 용어,,,스케르찬도,scherzando,,,이탈리아어,,,,스케르짠도,,,,,"「명」『음』악보에서, 익살스럽게 연주하라는 말.","편수자료, 용례집, 표준국어대사전",Y,2022-02-23 14:45:00,
55561,외래어 표기법,일반 용어,,,스케르초,scherzo,,,이탈리아어,,,,스케르쪼,,,,,「명」『음』 =유머레스크. 기악곡 형식의 하나.,"편수자료, 용례집, 표준국어대사전",Y,2022-02-23 14:45:00,
55562,외래어 표기법,일반 용어,,,스케르초소,scherzoso,,,이탈리아어,,,,스케르쪼소,,,,,"「명」『음』악보에서, 재미있게 또는 익살스럽게 연주하라는 말.",표준국어대사전,Y,2022-02-23 14:45:00,
55563,외래어 표기법,인명,,,"스키아파렐리, 조반니 비르지니오","Schiaparelli, Giovanni Virginio",,,,,,,스캬파렐리,,,,,「명」『인』이탈리아의 천문학자.,표준국어대사전,Y,2022-02-23 14:45:00,
55564,외래어 표기법,일반 용어,,,시크 반응,Schick 반응,,,,,,,쉬크 반응,식 반응,쉭 반응,,,『의』디프테리아에 대한 면역의 정도와 나아가서는 감수성이 있고 없음을 검사하는 반응.,표준국어대사전,Y,2022-02-23 14:45:00,
55565,외래어 표기법,인명,,,"시퍼, 마이클","Schiffer, Michael",,,,,,,,,,,,스탠리재단 정책분석관,제82차 외래어 심의회,Y,2022-02-23 14:45:00,
55566,외래어 표기법,일반 용어,,,시프 시약,Schiff 시약,,,,,,,쉬프 시약,쉬프시약,,,,『화』알데히드 성분을 검출하는 시험약.,표준국어대사전,Y,2022-02-23 14:45:00,
55567,외래어 표기법,일반 용어,,,실링,Schilling,,,,,,,,,,,,오스트리아의 화폐 단위,표준국어대사전,Y,2022-02-23 14:45:00,
55568,외래어 표기법,인명,,,"실리, 오토","Schily, Otto",,,,,,,,,,,,독일의 정치가.,제24차 외래어 심의회,Y,2022-02-23 14:45:00,
55569,외래어 표기법,일반 용어,,,스히폴 공항,Schiphol 공항,,네덜란드,,,,,,,,,,세계 주요 국제공항 - 네덜란드/암스테르담,"제18차 외래어 심의회, 용례집",Y,2022-02-23 14:45:00,
55570,외래어 표기법,일반 용어,,,시스마,schisma,,,기타 언어,,,,씨스마,,,,,「명」『종』교회의 분열.,표준국어대사전,Y,2022-02-23 14:45:00,
55571,외래어 표기법,일반 용어,,,스키잔서스,schizanthus,,,,,,,스키잔써스,스키잔투스,,,,「명」『식』가짓과의 한해살이풀.,표준국어대사전,Y,2022-02-23 14:45:00,
55572,외래어 표기법,일반 용어,,,스키조사카로미세스,Schizosaccharomyces,,,,,,,,,,,,,편수자료,Y,2022-02-23 14:45:00,
55573,외래어 표기법,인명,,,"슐레겔, 프리드리히 폰","Schlegel, Friedrich von",,,,,,,,,,,,독일의 평론가.,표준국어대사전,Y,2022-02-23 14:45:00,
55574,외래어 표기법,일반 용어,,,슐레지엔 전쟁,Schlesien 전쟁,,,,,,,,,,,,,표준국어대사전,Y,2022-02-23 14:45:00,
55575,외래어 표기법,일반 용어,,,슐레지엔파,Schlesien파,,,,,,,,,,,,,표준국어대사전,Y,2022-02-23 14:45:00,
55576,외래어 표기법,인명,,,"슐뤼터, 안드레아스","Schlüter, Andreas",,,,,,,,,,,,독일의 조각가·건축가.,표준국어대사전,Y,2022-02-23 14:45:00,
55577,외래어 표기법,일반 용어,,,슈미트 망원경,Schmidt 망원경,,,,,,,,,,,,,표준국어대사전,Y,2022-02-23 14:45:00,
55578,외래어 표기법,인명,,,"슈밋, 에릭","Schmidt, Eric",,,,,,,,,,,,미국 구글 회장 겸 최고 경영 책임자. 구글은 10의 100제곱을 뜻하는 구골에서 유래. 2001년 현직.,제76차 외래어 심의회,Y,2022-02-23 14:45:00,
55579,외래어 표기법,인명,,,"슈미트, 헬무트","Schmidt, Helmut",,,,,,,,,,,,서독의 정치가·총리.,"편수자료, 용례집",Y,2022-02-23 14:45:00,
55580,외래어 표기법,인명,,,"슈미트, 울라","Schmidt, Ulla",,,,,,,,,,,,독일 정치가.,제67차 외래어 심의회,Y,2022-02-23 14:45:00,
55581,외래어 표기법,인명,,,"슈미트, 빌헬름","Schmidt, Wilhelm",,,,,,,,,,,,독일의 인류학자.,표준국어대사전,Y,2022-02-23 14:45:00,
55582,외래어 표기법,일반 용어,,,슈미트선,Schmidt선,,,,,,,,,,,,,표준국어대사전,Y,2022-02-23 14:45:00,
55583,외래어 표기법,인명,,,"슈모에그네로바, 브리기타","Schmoegnerova, Brigita",,,,,,,,,,,,슬로바키아의 정치가.,제25차 외래어 심의회,Y,2022-02-23 14:45:00,
55584,외래어 표기법,일반 용어,,,슈노르헬,Schnorchel,,,독일어,,,,,,,,,"「명」『해』①잠수함이 잠수 중에 수면 위로 관을 내어 통풍과 배기를 할 수 있게 한 수중 통기 장치. ②잠수부가 사용하는 호흡 보조 기구. ‘J’ 자 모양의 굽은 관으로, 물속에서 입에 물고 숨을 쉴 수 있다.",,Y,2022-02-23 14:45:00,
55585,외래어 표기법,일반 용어,,,슈뇌르켈,Schnörkel,,,독일어,,,,,,,,,,표준국어대사전,Y,2022-02-23 14:45:00,
55586,외래어 표기법,일반 용어,,,스콜라,schola,,,기타 언어,,,,,,,,,,"편수자료, 용례집",Y,2022-02-23 14:45:00,
55587,외래어 표기법,일반 용어,,,스콜라주의,schola주의,,,기타 언어,,,,,,,,,,표준국어대사전,Y,2022-02-23 14:45:00,
55588,외래어 표기법,일반 용어,,,스콜라학,schola학,,,기타 언어,,,,,,,,,,표준국어대사전,Y,2022-02-23 14:45:00,
55589,외래어 표기법,인명,,,"숄스, 마이런","Scholes, Myron S.",,,,,,,,,,,,미국의 경제학자. 1997년 노벨 경제학상 수상자.,제25차 외래어 심의회,Y,2022-02-23 14:45:00,
55590,외래어 표기법,인명,,,"숄츠, 빌헬름 폰","Scholz, Wilhelm von",,,,,,,숄쯔,,,,,"「명」『인』독일의 시인, 평론가.",표준국어대사전,Y,2022-02-23 14:45:00,
55591,외래어 표기법,일반 용어,,,쇠네펠트 공항,Schönefeld,,,,,,,,,,,,독일. 베를린,제18차 외래어 심의회,Y,2022-02-23 14:45:00,
55592,외래어 표기법,인명,,,"숀가우어, 마르틴","Schongauer, Martin",,,,,,,숀가워,,,,,「명」『인』독일의 화가.,표준국어대사전,Y,2022-02-23 14:45:00,
55593,외래어 표기법,인명,,,"쇼펜하우어, 아르투어","Schopenhauer, Arthur",,,,,,,쇼펜하워,쑈펜하우어,쑈펜하워,,,「명」『인』독일의 철학자.,표준국어대사전,Y,2022-02-23 14:45:00,
55594,외래어 표기법,인명,,,"쇼리, 캐서린 제퍼츠","Schori, Katharine Jefferts",,,,,,,,,,,,"미국 성공회 제26대 의장주교. 네바다주주교. 임기 2006년 11월 4일부터 9년. 여성 해양학자. 여성 수장 탄생은 16세기 영국 교회 성립에 기원한 세계 성공회 사상 최초임. 신자 수는 전 세계 7,700만 명, 미국 240만 명임.",제70차 외래어 심의회,Y,2022-02-23 14:45:00,
55595,외래어 표기법,인명,,,"슈라이어, 미하엘레","Schreyer, Michaele",,,,,,,,,,,,독일의 정치가.,제29차 외래어 심의회,Y,2022-02-23 14:45:00,
55596,외래어 표기법,인명,,,"슈뢰더, 프리드리히 루트비히","Schröder, Friedrich Ludwig",,,,,,,,,,,,독일의 배우·연출가.,표준국어대사전,Y,2022-02-23 14:45:00,
55597,외래어 표기법,일반 용어,,,세의 법칙,Say의 법칙,,,,,,,,,,,,"프랑스의 고전파 경제학자 세가 제시한 수요와 공급에 관한 법칙. 공급은 그 스스로의 수요를 창조한다는 내용으로, 고전파의 중심적인 학설이었으나 케인스에 의하여 비판받았다. ≒세의 판로 법칙ㆍ판로 법칙.",표준국어대사전,Y,2022-02-23 14:45:00,
55598,외래어 표기법,인명,,,"슈뢰딩거, 에르빈","Schrödinger, Erwin",,,,,,,쉬뢰딩거,시뢰딩거,,,,오스트리아의 물리학자. 1933년 노벨 물리학상 수상자.,"표준국어대사전, 제30차 외래어 심의회",Y,2022-02-23 14:45:00,
55599,외래어 표기법,인명,,,"쉴테르, 포울","Schülter, Poul",,,,,,,,,,,,덴마크의 정치가.,북구권,Y,2022-02-23 14:45:00,
55600,외래어 표기법,인명,,,"슐츠, 조지","Shultz, George",,,,,,,,,,,,미국의 국무 장관.,"편수자료, 용례집",Y,2022-02-23 14:45:00,
55601,외래어 표기법,인명,,,"슐츠, 시어도어 윌리엄","Schultz, Theodore William",,,,,,,,,,,,미국의 경제학자. 1979년 노벨 경제학상 수상자.,제25차 외래어 심의회,Y,2022-02-23 14:45:00,
55602,외래어 표기법,인명,,,"슈만, 클라라","Schumann, Clara",,,,,,,,,,,,독일의 피아니스트.,표준국어대사전,Y,2022-02-23 14:45:00,
55603,외래어 표기법,인명,,,"슈만, 엘리자베스","Schumann, Elisabeth",,미국,,,,,,,,,,「명」『인』 독일 태생의 미국 소프라노 가수.,표준국어대사전,Y,2022-02-23 14:45:00,
55604,외래어 표기법,인명,,,"슈만, 빅토어","Schumann, Victor",,,,,,,,,,,,독일의 물리학자.,표준국어대사전,Y,2022-02-23 14:45:00,
55605,외래어 표기법,인명,,,"슘페터, 조지프 알로이스","Schumpeter, Joseph Alois",,미국,,,,,슘페테르,,,,,「명」『인』모라비아 태생의 미국 경제학자.,표준국어대사전,Y,2022-02-23 14:45:00,
55606,외래어 표기법,인명,,,"쉬츠, 하인리히","Schütz, Heinrich",,,,,,,,,,,,독일의 작곡가.,표준국어대사전,Y,2022-02-23 14:45:00,
55607,외래어 표기법,일반 용어,,,슈뢰딩거 방정식,Schrödinger 방정식,,,,,,,,,,,,"파동 역학의 기본이 되는 방정식. 미시적 역학계의 양자화 문제를 편미분 방정식의 고윳값 문제로서 취급하기 위하여 유도된 것으로, 1926년 오스트리아의 물리학자 슈뢰딩거가 발견하였다.",표준국어대사전,Y,2022-02-23 14:45:00,
55608,외래어 표기법,일반 용어,,,슈바베의 법칙,Schwabe의 법칙,,,,,,,,,,,,가난할수록 총지출 가운데서 주거비의 지출 비율이 점점 더 커진다는 법칙. 독일의 경제학자 슈바베가 주장하였다.,표준국어대사전,Y,2022-02-23 14:45:00,
55609,외래어 표기법,일반 용어,,,시와게리나,schwagerina,,,기타 언어,,,,쉬와게리나,슈와게리나,,,,"「명」『동』고생대의 석탄기, 페름기의 석회암 속에 화석으로 발견되는 푸줄리나.",표준국어대사전,Y,2022-02-23 14:45:00,
55610,외래어 표기법,일반 용어,,,슈반 세포,Schwann 세포,,,,,,,,,,,,,표준국어대사전,Y,2022-02-23 14:45:00,
55611,외래어 표기법,일반 용어,,,슈반초,Schwann초,,,,,,,,,,,,,표준국어대사전,Y,2022-02-23 14:45:00,
55612,외래어 표기법,인명,,,"슈워츠, 멜빈","Schwartz, Melvin",,미국,,,,,,,,,,"역대 노벨 물리학상 수상자 - 1988,",제32차 외래어 심의회,Y,2022-02-23 14:45:00,
55613,외래어 표기법,인명,,,"슈바르츠코프, 엘리자베트","Schwarzkopf, Elisabeth",,,,,,,,,,,,"독일 소프라노 가수. 마리아 칼라스와 함께 20세기의 가장 위대한 소프라노 가수의 한 사람으로 꼽힘. 폴란드 야노친 태생. 8월 3일 오스트리아 서부 포어아를베르크 주 슈룬스에서 사망. ‘피가로의 결혼”의 백작 부인, ‘장미의 기사”의 원수 부인 역으로 유명. 1991년 1차 걸프전 때 미군 사령관이었던 노먼 슈워츠코프 장군의 고모. 남편은 1953년 결혼한 유럽 클래식 레코드 업계의 중심인물이고, 필하모니 관현악단의 창립자인 영국의 월터 레그.",제71차 외래어 심의회,Y,2022-02-23 14:45:00,2025-02-10 08:24:00
55614,외래어 표기법,인명,,,"슈웨벌, 스티븐","Schwebel, Stephen M.",,,,,,,,,,,,미국의 법률가. UN ICJ 소장.,제24차 외래어 심의회,Y,2022-02-23 14:45:00,
55615,외래어 표기법,일반 용어,,,슈바이처 병원,Schweitzer 병원,,,,,,,,,,,,,표준국어대사전,Y,2022-02-23 14:45:00,
55616,외래어 표기법,인명,,,"슈바이처, 알베르트","Schweitzer, Albert",,,,,,,,,,,,프랑스의 의사·목사. 1952년 노벨 평화상 수상자.,"편수자료, 용례집, 표준국어대사전, 제26차 외래어 심의회",Y,2022-02-23 14:45:00,
55617,외래어 표기법,일반 용어,,,슈바이처 시약,Schweizer 시약,,,,,,,,,,,,,표준국어대사전,Y,2022-02-23 14:45:00,
55618,외래어 표기법,인명,,,"슈윙거, 줄리언 시모어","Schwinger, Julian Seymour",,,,,,,,,,,,미국의 물리학자. 1965년 노벨 물리학상 수상자.,제32차 외래어 심의회,Y,2022-02-23 14:45:00,
55619,외래어 표기법,일반 용어,,,사이언스,science,,,,,,,싸이언스,,,,,"과학, 자연 과학",,Y,2022-02-23 14:45:00,
55620,외래어 표기법,일반 용어,,,실라,Scilla,,,,,,,,,,,,,편수자료,Y,2022-02-23 14:45:00,
55621,외래어 표기법,일반 용어,,,신티그램,scintigram,,,,,,,신티그람,,,,,「명」『의』방사성 동위 원소를 소량 투여하여 체내에 침착 또는 분포하는 상태를 나타내는 분포도.,표준국어대사전,Y,2022-02-23 14:45:00,
55622,외래어 표기법,일반 용어,,,신틸라,scintilla,,,,,,,,,,,,,편수자료,Y,2022-02-23 14:45:00,
55623,외래어 표기법,일반 용어,,,신틸레이션,scintillation,,,,,,,신틸레이숀,,,,,「명」『물』형광체에 방사선이 부딪혀 빛을 발하는 현상이나 별이 반짝이는 현상.,"편수자료, 용례집, 표준국어대사전",Y,2022-02-23 14:45:00,
55624,외래어 표기법,일반 용어,,,신틸레이션 카운터,scintillation counter,,,,,,,,,,,,,용례집,Y,2022-02-23 14:45:00,
55625,외래어 표기법,일반 용어,,,신틸레이션 계수관,scintillation 계수관,,,,,,,,,,,,,표준국어대사전,Y,2022-02-23 14:45:00,
55626,외래어 표기법,일반 용어,,,신틸로미터,scintillometer,,,,,,,,,,,,,편수자료,Y,2022-02-23 14:45:00,
55627,외래어 표기법,일반 용어,,,신티스캐닝,scintiscanning,,,,,,,신티스캔닝,,,,,「명」『의』방사성 동위 원소를 투여하여 체내에 침착 또는 분포하는 상태를 파악하는 방법.,표준국어대사전,Y,2022-02-23 14:45:00,
55628,외래어 표기법,인명,,,"스키피오, 아이밀리아누스 아프리카누스 누만티운스, 푸블리우스 코르넬리우스","Scipio Aemilianus Africanus Numantiuns, Publius Cornelius",,,,,,,,,,,,고대 로마의 장군·정치가.,표준국어대사전,Y,2022-02-23 14:45:00,
55629,외래어 표기법,인명,,,"스키피오 아프리카누스, 푸블리우스 코르넬리우스","Scipio Africanus, Publius Cornelius",,,,,,,시피오 아프리카누스,,,,,"고대 로마의 장군, 정치가.",표준국어대사전,Y,2022-02-23 14:45:00,
55630,외래어 표기법,일반 용어,,,시저스,scissors,,,,,,,시저즈,씨저스,씨저즈,,,"「명」『운』①레슬링에서, 상대편의 머리나 몸통을 두 다리로 조르는 일. ②=시저스패스. ③=시저스점프.",표준국어대사전,Y,2022-02-23 14:45:00,
55631,외래어 표기법,일반 용어,,,아르투로 메리노 베니테스 국제공항,"SCL, Arturo Merino Benitez 국제공항",,칠레,,,,,,,,,,세계 주요 국제공항 - 칠레/산티아고,제18차 외래어 심의회,Y,2022-02-23 14:45:00,
55632,외래어 표기법,인명,,,"스코필드, 프랭크","Scofield, Frank W.",,,,,,,스코휠드,,,,,"「명」『인』영국의 의학자, 선교사.",표준국어대사전,Y,2022-02-23 14:45:00,
55633,외래어 표기법,인명,,,"스코냐밀리오, 카를로","Scognamiglio, Carlo",,,,,,,,,,,,이탈리아의 정치가.,제25차 외래어 심의회,Y,2022-02-23 14:45:00,
55634,외래어 표기법,일반 용어,,,스콜라이트,scolite,,,,,,,스코라이트,,,,,「명」『지1』 지층에서 관찰되는 곧은 관 모양의 구조.,"용례집, 표준국어대사전",Y,2022-02-23 14:45:00,
55635,외래어 표기법,일반 용어,,,스콤브린,scombrine,,,,,,,,,,,,,"편수자료, 용례집",Y,2022-02-23 14:45:00,
55636,외래어 표기법,인명,,,"스쿤, 폴","Scoon, Paul",,,,,,,,,,,,그레나다의 총독.,"편수자료, 용례집",Y,2022-02-23 14:45:00,
55637,외래어 표기법,일반 용어,,,스쿠프,scoop,,,,,,,,,,,,,"편수자료, 용례집",Y,2022-02-23 14:45:00,
55638,외래어 표기법,일반 용어,,,스쿠퍼,scooper,,,,,,,,,,,,,편수자료,Y,2022-02-23 14:45:00,
55639,외래어 표기법,일반 용어,,,스쿠핑,scooping,,,,,,,,,,,,,"편수자료, 용례집",Y,2022-02-23 14:45:00,
55640,외래어 표기법,인명,,,스코파스,Scopas,,,,,,,스코팟,,,,,"「명」『인』기원전 4세기 무렵 그리스의 건축가, 조각가.",표준국어대사전,Y,2022-02-23 14:45:00,
55641,외래어 표기법,일반 용어,,,스코폴라민,scopolamine,,,,,,,스커팔러민,,,,,「명」『약』대부분의 가짓과 식물에 들어 있는 알칼로이드의 하나.,"용례집, 표준국어대사전",Y,2022-02-23 14:45:00,
55642,외래어 표기법,일반 용어,,,스코폴리아근,scopolia근,,,,,,,스커팔리어근,,,,,「명」『약』미치광이풀의 근경을 뿌리와 함께 말린 생약.,표준국어대사전,Y,2022-02-23 14:45:00,
55643,외래어 표기법,일반 용어,,,스코폴리아엽,scopolia엽,,,,,,,,,,,,,표준국어대사전,Y,2022-02-23 14:45:00,
55644,외래어 표기법,일반 용어,,,스코어,score,,,,,,,스코아,,,,,"「명」 ①『운』경기의 득점. 또는 득점표. ②『음』　=모음 악보. 합주나 합창을 할 때, 각 악기별 또는 성부별로 된 여러 악보를 한데 모아 한눈에 전체의 곡을 볼 수 있게 적은 악보.","편수자료, 용례집, 표준국어대사전",Y,2022-02-23 14:45:00,
55645,외래어 표기법,일반 용어,,,스코리어,scoria,,,,,,,스코리아,,,,,「명」『공』금속을 용융하거나 광석을 환원한 후에 남는 폐물.,"편수자료, 표준국어대사전",Y,2022-02-23 14:45:00,
55646,외래어 표기법,일반 용어,,,스코어링,scoring,,,,,,,스카우어링,스카워링,,,,「명」『음』모음 악보의 형태로 악곡을 쓰는 일.,표준국어대사전,Y,2022-02-23 14:45:00,
55647,외래어 표기법,일반 용어,,,스코어링페이퍼,scoring paper,,,,,,,스코아링페이퍼,,,,,『운』 경기 점수를 기록하는 종이.,표준국어대사전,Y,2022-02-23 14:45:00,
55648,외래어 표기법,일반 용어,,,스코어링포지션,scoring position,,,,,,,스코아링포지션,,,,,"『운』 야구에서, 단타만 쳐도 홈인할 수 있는 주자의 위치.",표준국어대사전,Y,2022-02-23 14:45:00,
55649,외래어 표기법,일반 용어,,,스코트족,Scot족,,,,,,,,,,,,5세기 무렵부터 영국의 스코틀랜드 지방에 정착하여 살았던 민족. ,표준국어대사전,N,2022-02-23 14:45:00,
55650,외래어 표기법,일반 용어,,,스코치,Scotch,,,,,,,스콧치,스카치,스캇치,,,「명」『수3』영국 스코틀랜드 남쪽 지방에서 나는 면양의 털. 또는 그것을 재료로 한 털실이나 모직물.,"편수자료, 용례집, 표준국어대사전",Y,2022-02-23 14:45:00,
55651,외래어 표기법,일반 용어,,,스코치 가드,Scotch guard,,,,,,,,,,,,,편수자료,Y,2022-02-23 14:45:00,
55652,외래어 표기법,일반 용어,,,스카치라이트,scotch light,,,,,,,스캇치라이트,,,,,『교2』 자동차의 라이트가 비쳤을 때 잘 보이도록 형광 도료를 칠한 도로 표지.,표준국어대사전,Y,2022-02-23 14:45:00,
55653,외래어 표기법,일반 용어,,,스카치테이프,Scotch tape,,,,,,,스캇치테이프,스카치테프,스캇치테프,스카치테입,스카치테잎,「명」접착용 셀로판테이프. 상품명에서 유래한다.,"편수자료, 용례집, 표준국어대사전",Y,2022-02-23 14:45:00,
55654,외래어 표기법,일반 용어,,,스코치테리어,Scotch terrier,,,,,,,스카치테리어,스콧치테리어,스캇치테리어,,,「명」『동』 개의 한 품종.,"용례집, 표준국어대사전",Y,2022-02-23 14:45:00,
55655,외래어 표기법,일반 용어,,,스카치위스키,Scotch whisky,,,,,,,스캇치위스키,,,,,「명」스코틀랜드산의 몰트위스키 또는 블랜디드 위스키.,"편수자료, 용례집, 표준국어대사전",Y,2022-02-23 14:45:00,
55656,외래어 표기법,일반 용어,,,스코틀랜드 민요,Scotland 민요,,,,,,,,,,,,,표준국어대사전,Y,2022-02-23 14:45:00,
55657,외래어 표기법,일반 용어,,,스코틀랜드 춤곡,Scotland 춤곡,,,,,,,,,,,,,표준국어대사전,Y,2022-02-23 14:45:00,
55658,외래어 표기법,일반 용어,,,스코토포빈,scotophobin,,,,,,,스코트포빈,,,,,「명」『생』쥐의 뇌에서 추출한 기억 물질.,표준국어대사전,Y,2022-02-23 14:45:00,
55659,외래어 표기법,일반 용어,,,스콧,SCOTT,,,,,,,,,,,,태풍이름 2조,제13차 외래어 심의회,Y,2022-02-23 14:45:00,
55660,외래어 표기법,인명,,,"스콧, 월터","Scott, Walter",,,,,,,,,,,,영국의 시인·소설가.,표준국어대사전,Y,2022-02-23 14:45:00,
55661,외래어 표기법,일반 용어,,,스코티시폴드,Scottish fold,,,,,,,스콧티시폴드,스코티쉬폴드,스콧티쉬폴드,스카티시폴드,스카티쉬폴드,「명」『동』 고양이의 한 품종.,표준국어대사전,Y,2022-02-23 14:45:00,
55662,외래어 표기법,일반 용어,,,스코트족,Scot족,,,,,,,스콧족,스카트족,스캇족,,,『고2』 5세기 무렵부터 영국의 스코틀랜드 지방에 정착하여 살았던 민족.,표준국어대사전,Y,2022-02-23 14:45:00,2023-10-19 14:51:00
55663,외래어 표기법,일반 용어,,,스카우러,scourer,,,,,,,,,,,,,편수자료,Y,2022-02-23 14:45:00,
55664,외래어 표기법,일반 용어,,,스코어링,scouring,,,,,,,스코아링,,,,,"「명」①『공』노나 유동 접촉 분해 장치 중에서, 프로세스 장치의 표면에 물리적, 화학적 작용을 가하는 일. ②『수3』울에서 유지분이나 이물질을 제거하는 일. ③『수3』염색을 하기 전에 천을 세정하는 일.",표준국어대사전,Y,2022-02-23 14:45:00,
55665,외래어 표기법,인명,,,"스코크로프트, 브렌트","Scowcroft, Brent",,,,,,,,,,,,미국 백악관 안보보좌관 역임자,제82차 외래어 심의회,Y,2022-02-23 14:45:00,
55666,외래어 표기법,일반 용어,,,스크램블,scramble,,,,,,,스크람블,스크람불,,,,"「명」①『교2』교통량이 많은 교차점에서, 모든 방향의 차량을 정지시킨 뒤에 보행자가 어느 방향으로나 자유롭게 갈 수 있도록 하는 일. ②『군』적기의 기습에 대비하여 요격할 수 있는 태세를 갖추어 긴급 발진하는 일.",표준국어대사전,Y,2022-02-23 14:45:00,
55667,외래어 표기법,일반 용어,,,스크램블레이스,scramble race,,,,,,,스크람블레이스,,,,,『운』 요철이 심한 사지나 초지를 코스로 하여 달리는 오토바이 경기.,표준국어대사전,Y,2022-02-23 14:45:00,
55668,외래어 표기법,일반 용어,,,스크램블 교차점,scramble 교차점,,,,,,,,,,,,,표준국어대사전,Y,2022-02-23 14:45:00,
55669,외래어 표기법,일반 용어,,,스크램블드에그,scrambled eggs,,,,,,,스크램블드에그즈,스크람블드에그,스크람블드에그즈,,,「명」달걀에 우유를 넣어 버터로 볶은 요리.,"편수자료, 용례집, 표준국어대사전",Y,2022-02-23 14:45:00,
55670,외래어 표기법,일반 용어,,,스크램블러,scrambler,,,,,,,스크람블러,,,,,「명」『전』남이 도청하는 것을 막기 위하여 주파수를 아주 다르게 변환하는 기계.,표준국어대사전,Y,2022-02-23 14:45:00,
55671,외래어 표기법,인명,,,"스크랜턴, 메리","Scranton, Mary",,,,,,,,,,,,미국의 선교사.,표준국어대사전,Y,2022-02-23 14:45:00,
55672,외래어 표기법,인명,,,"스크랜턴, 윌리엄 밴턴","Scranton, William Benton",,,,,,,,,,,,미국의 선교사·의사.,표준국어대사전,Y,2022-02-23 14:45:00,
55673,외래어 표기법,일반 용어,,,스크랩,scrap,,,,,,,스크래프,스크랲,,,,"「명」①신문, 잡지 따위에서 필요한 글이나 사진을 오림. 또는 그런 것. ‘오려 모으기’, ‘자료 모음’으로 순화. ②『공』=금속 스크랩.","편수자료, 용례집, 표준국어대사전",Y,2022-02-23 14:45:00,
55674,외래어 표기법,일반 용어,,,스크랩북,scrapbook,,,,,,,스크랩부크,스크랩붘,스크랲북,스크랲부크,스크랲붘,"「명」신문, 잡지 따위에서 필요한 부분만을 오린 것을 보관하기 위하여 책처럼 만든 것.","편수자료, 용례집, 표준국어대사전",Y,2022-02-23 14:45:00,
55675,외래어 표기법,일반 용어,,,스크레이퍼,scraper,,,,,,,스크래퍼,,,,,「명」『공』기계로 깎거나 줄질한 면을 다시 정밀하게 다듬는 데에 쓰는 칼.,"편수자료, 용례집, 표준국어대사전",Y,2022-02-23 14:45:00,
55676,외래어 표기법,일반 용어,,,스크레이퍼컨베이어,scraper conveyer,,,,,,,스크레이퍼콘베이어,스크레이퍼컨베이아,스크레이퍼콘베이아,스크래퍼컨베이어,스크래퍼콘베이어,『광』 탄광의 채탄장과 채굴 구역에서 가루 또는 덩이 상태의 석탄을 연속적으로 나르는 데 쓰는 운반 설비.,표준국어대사전,Y,2022-02-23 14:45:00,
55677,외래어 표기법,일반 용어,,,스크래피,scrapie,,,,,,,스크라피,,,,,"「명」『동』양이나 산양류 따위에서, 중추 신경에 감염되는 질환.",표준국어대사전,Y,2022-02-23 14:45:00,
55678,외래어 표기법,일반 용어,,,스크레이핑,scraping,,,,,,,,,,,,,"편수자료, 용례집",Y,2022-02-23 14:45:00,
55679,외래어 표기법,일반 용어,,,스크래플,scrapple,,,,,,,,,,,,,"편수자료, 용례집",Y,2022-02-23 14:45:00,
55680,외래어 표기법,일반 용어,,,스크래치,scratch,,,,,,,스크래취,,,,,"「명」①『미』크레파스나 유화 물감 따위를 색칠한 위에 다른 색을 덧칠한 다음 송곳, 칼 따위로 긁어서 바탕색이 나타나게 하는 기법. ②『운』골프나 볼링에서, 핸디캡을 매기지 아니하고 경기하는 일. ③『운』야구에서, 아웃될 타구가 불규칙 바운드 따위로 우연하게 안타가 되는 일.","편수자료, 용례집, 표준국어대사전",Y,2022-02-23 14:45:00,
55681,외래어 표기법,일반 용어,,,스크래치노이즈,scratch noise,,,,,,,스크래취노이즈,,,,,「명」레코드판과 바늘의 마찰로 생기는 잡음.,표준국어대사전,Y,2022-02-23 14:45:00,
55682,외래어 표기법,일반 용어,,,스크래치플레이어,scratch player,,,,,,,스크래취플레이어,,,,,"『운』 골프에서, 파 또는 그 이하로 경기를 할 수 있는 골퍼.",표준국어대사전,Y,2022-02-23 14:45:00,
55683,외래어 표기법,일반 용어,,,스크리치,screech,,,,,,,,,,,,,편수자료,Y,2022-02-23 14:45:00,
55684,외래어 표기법,일반 용어,,,스크린 패스,screen pass,,,,,,,,,,,,,편수자료,Y,2022-02-23 14:45:00,
55685,외래어 표기법,일반 용어,,,스크린 인쇄,screen 인쇄,,,,,,,,,,,,,표준국어대사전,Y,2022-02-23 14:45:00,
55686,외래어 표기법,일반 용어,,,스크린리스,screenless,,,,,,,,,,,,,편수자료,Y,2022-02-23 14:45:00,
55687,외래어 표기법,일반 용어,,,스크루,screw,,,,,,,스크류,,,,,「명」『기1』회전축 끝에 나선면을 이룬 금속 날개가 달려 있어서 회전을 하면 무엇을 밀어내는 힘이 생기는 장치.,"편수자료, 용례집, 표준국어대사전",Y,2022-02-23 14:45:00,
55688,외래어 표기법,일반 용어,,,스크루볼,screw ball,,,,,,,스크류볼,,,,,"『운』 야구에서, 투수가 던지는 변화구의 하나.","용례집, 표준국어대사전",Y,2022-02-23 14:45:00,
