용례번호,규정코드,외래어구분,대분류구분,중분류구분,한글표기,원어표기,로마자표기,국명,언어명,이표기1,이표기2,이표기3,오표기1,오표기2,오표기3,오표기4,오표기5,의미,출전,노출여부,등록일시,수정일시
63,외래어 표기법,지명,,,마그네시아,Magnesia,,그리스,기타 언어,,,,,,,,,①고대 테살리아 동부의 지방. ②그리스의 주.,"편수자료, 용례집",Y,2022-02-23 14:45:00,
63,국어의 로마자 표기법,,행정 구역,행정 구역,주남동,,Junam-dong,,,,,,,,,,,,,Y,2019-01-24 14:32:00,
64,외래어 표기법,지명,,,마라톤,Marathon,,그리스,기타 언어,,,,,,,,,그리스 아테네의 동북쪽에 있는 도시.,"편수자료, 용례집",Y,2022-02-23 14:45:00,
64,국어의 로마자 표기법,,행정 구역,행정 구역,종촌동,,Jongchon-dong,,,,,,,,,,,,,Y,2019-01-24 14:32:00,
65,외래어 표기법,일반 용어,,,메갈로폴리스,Megalópolis,,그리스,기타 언어,,,,,,,,,고대 그리스의 에파메이논다스가 아르카디아 남부에 건설한 대 폴리스.,보유2,Y,2022-02-23 14:45:00,
65,국어의 로마자 표기법,,자연 지명,자연 지명,조종면,,Jojong-myeon,,,,,,,,,,,,,Y,2019-01-24 14:32:00,
66,외래어 표기법,지명,,,메솔롱기온,Mesolongion,,그리스,기타 언어,,,,,,,,,그리스 중서부에 있는 상업 도시.,"편수자료, 용례집",Y,2022-02-23 14:45:00,
66,국어의 로마자 표기법,,행정 구역,행정 구역,정발산동,,Jeongbalsan-dong,,,,,,,,,,,,,Y,2019-01-24 14:32:00,
67,외래어 표기법,지명,,,밀레투스,Miletus,,,기타 언어,,,,마일투스,미레투스,,,,에게해의 이오니아 지방에 있었던 고대 그리스 최강의 도시 국가.,"편수자료, 용례집, 표준국어대사전",Y,2022-02-23 14:45:00,
67,국어의 로마자 표기법,,행정 구역,행정 구역,점봉동,,Jeombong-dong,,,,,,,,,,,,,Y,2019-01-24 14:32:00,
68,외래어 표기법,지명,,,밀로스,Milos,,그리스,기타 언어,,,,마일로스,,,,,그리스의 키클라데스 제도 서남부에 있는 화산섬.,"표준국어대사전, 보유1",Y,2022-02-23 14:45:00,
68,국어의 로마자 표기법,,행정 구역,행정 구역,전미동2가,,Jeonmi-dong 2-ga,,,,,,,,,,,,,Y,2019-01-24 14:32:00,
69,외래어 표기법,지명,,,미스트라,Mistra,,그리스,기타 언어,,,,미스추라,,,,,그리스의 라코니아 지방에 있는 도시.,표준국어대사전,Y,2022-02-23 14:45:00,
69,국어의 로마자 표기법,,행정 구역,행정 구역,전미동1가,,Jeonmi-dong 1-ga,,,,,,,,,,,,,Y,2019-01-24 14:32:00,
70,외래어 표기법,지명,,,미틸리니섬,Mitilini,,그리스,기타 언어,,,,,,,,,레스보스섬의 주도.,보유1,Y,2022-02-23 14:45:00,
70,국어의 로마자 표기법,,행정 구역,행정 구역,전동3가,,Jeon-dong 3-ga,,,,,,,,,,,,,Y,2019-01-24 14:32:00,
71,외래어 표기법,지명,,,미케네,Mycenae,,그리스,기타 언어,,,,미세네,,,,,그리스의 가장 오랜 고대 도시의 하나.,"편수자료, 용례집, 표준국어대사전",Y,2022-02-23 14:45:00,
71,국어의 로마자 표기법,,행정 구역,행정 구역,장평동,,Jangpyeong-dong,,,,,,,,,,,,,Y,2019-01-24 14:32:00,
72,외래어 표기법,지명,,,미틸레네,Mytilene,,그리스,기타 언어,,,,,,,,,그리스 ‘미틸리니’의 옛 이름.,보유1,Y,2022-02-23 14:45:00,
72,국어의 로마자 표기법,,행정 구역,행정 구역,장단면,,Jangdan-myeon,,,,,,,,,,,,,Y,2019-01-24 14:32:00,
73,외래어 표기법,일반 용어,,,나프팍토스,Nafpaktos,,그리스,기타 언어,,,,,,,,,코린티아코스만 북서해안의 마을.,보유1,Y,2022-02-23 14:45:00,
73,국어의 로마자 표기법,,행정 구역,행정 구역,장군면,,Janggun-myeon,,,,,,,,,,,,,Y,2019-01-24 14:32:00,
74,외래어 표기법,지명,,,나바리노,Navarino,,그리스,기타 언어,,,,,,,,,#NAME?,"편수자료, 용례집",Y,2022-02-23 14:45:00,
74,국어의 로마자 표기법,,행정 구역,행정 구역,잠홍동,,Jamhong-dong,,,,,,,,,,,,,Y,2019-01-24 14:32:00,
75,외래어 표기법,지명,,,나바리논,Navarinon,,그리스,기타 언어,,,,,,,,,그리스에 있는 항구.,"편수자료, 용례집",Y,2022-02-23 14:45:00,
75,국어의 로마자 표기법,,행정 구역,행정 구역,인후동2가,,Inhu-dong 2-ga,,,,,,,,,,,,,Y,2019-01-24 14:32:00,
76,외래어 표기법,지명,,,낙소스섬,Naxos섬,,그리스,기타 언어,,,,낵소스섬,,,,,그리스의 키클라데스 제도 가운데 가장 큰 섬.,"표준국어대사전, 보유2",Y,2022-02-23 14:45:00,
76,국어의 로마자 표기법,,행정 구역,행정 구역,인후동1가,,Inhu-dong 1-ga,,,,,,,,,,,,,Y,2019-01-24 14:32:00,
77,외래어 표기법,지명,,,니코폴리스,Nicopolis,,그리스,기타 언어,,,,,,,,,그리스 북서부에 있는 프레베자에서 북쪽으로 6km 가량 떨어져 있는 도시.,보유1,Y,2022-02-23 14:45:00,
77,국어의 로마자 표기법,,행정 구역,행정 구역,응달동,,Eungdal-dong,,,,,,,,,,,,,Y,2019-01-24 14:32:00,
78,외래어 표기법,지명,,,니코시아,Nicosia,,키프로스,기타 언어,,,,니코샤,니코시야,,,,키프로스의 수도.,"편수자료, 용례집, 표준국어대사전",Y,2022-02-23 14:45:00,
78,국어의 로마자 표기법,,행정 구역,행정 구역,은풍면,,Eunpung-myeon,,,,,,,,,,,,,Y,2019-01-24 14:32:00,
79,외래어 표기법,지명,,,올림포스산,Olympos산,,그리스,기타 언어,,,,오림뽀스,,,,,『지2』마케도니아와 테살리아의 사이에 있는 그리스에서 가장 높은 산.,"편수자료, 용례집, 표준국어대사전",Y,2022-02-23 14:45:00,
79,국어의 로마자 표기법,,행정 구역,행정 구역,율정동,,Yuljeong-dong,,,,,,,,,,,,,Y,2019-01-24 14:32:00,
80,외래어 표기법,지명,,,옥수스강,Oxus강,,"우즈베키스탄, 투르크메니스탄, 아프가니스탄",기타 언어,,,,옥서스,,,,,『지2』‘아무다리야강’의 전 이름. 중앙아시아에 있는 강.,"표준국어대사전, 보유1",Y,2022-02-23 14:45:00,
80,국어의 로마자 표기법,,행정 구역,행정 구역,율도동,,Yuldo-dong,,,,,,,,,,,,,Y,2019-01-24 14:32:00,
81,외래어 표기법,지명,,,파르나소스산,Parnassos산,,그리스,기타 언어,,,,팔나소스산,파르나쏘스산,,,,"그리스 중부, 핀도스산맥에 있는 산.",표준국어대사전,Y,2022-02-23 14:45:00,
81,국어의 로마자 표기법,,행정 구역,행정 구역,율곡동,,Yulgok-dong,,,,,,,,,,,,,Y,2019-01-24 14:32:00,
82,외래어 표기법,지명,,,밧모,Patmos,,그리스,기타 언어,,,,,,,,,[기독] 지중해에 있는 섬.,표준국어대사전,Y,2022-02-23 14:45:00,
82,국어의 로마자 표기법,,행정 구역,행정 구역,유하동,,Yuha-dong,,,,,,,,,,,,,Y,2019-01-24 14:32:00,
83,외래어 표기법,일반 용어,,,파트라스,Patras,,그리스,기타 언어,,,,파추라스,패트라스,,,,#NAME?,,Y,2022-02-23 14:45:00,
83,국어의 로마자 표기법,,행정 구역,행정 구역,유양동,,Yuyang-dong,,,,,,,,,,,,,Y,2019-01-24 14:32:00,
84,외래어 표기법,지명,,,파트레,Patre,,그리스,기타 언어,,,,패추레,,,,,그리스 남부 펠로폰네소스반도의 북서쪽에 있는 항구 도시. = 파트라스.,"편수자료, 용례집, 표준국어대사전",Y,2022-02-23 14:45:00,
84,국어의 로마자 표기법,,행정 구역,행정 구역,원대동3가,,Wondae-dong 3-ga,,,,,,,,,,,,,Y,2019-01-24 14:32:00,
85,외래어 표기법,지명,,,펠라,Pella,,그리스,기타 언어,,,,,,,,,그리스의 고대 도시.,보유1,Y,2022-02-23 14:45:00,
85,국어의 로마자 표기법,,행정 구역,행정 구역,원대동2가,,Wondae-dong 2-ga,,,,,,,,,,,,,Y,2019-01-24 14:32:00,
86,외래어 표기법,지명,,,펠로폰네소스,Pelopponnesos반도,,그리스,기타 언어,,,,,,,,,그리스의 남부를 이루는 반도.,"편수자료, 용례집, 표준국어대사전",Y,2022-02-23 14:45:00,
86,국어의 로마자 표기법,,행정 구역,행정 구역,원대동1가,,Wondae-dong 1-ga,,,,,,,,,,,,,Y,2019-01-24 14:32:00,
87,외래어 표기법,지명,,,핀도스산맥,Pindhos,,그리스,기타 언어,,,,,,,,,그리스 중서부를 남북으로 달리는 산맥.,보유1,Y,2022-02-23 14:45:00,
87,국어의 로마자 표기법,,행정 구역,행정 구역,우아동3가,,Ua-dong 3-ga,,,,,,,,,,,,,Y,2019-01-24 14:32:00,
88,외래어 표기법,지명,,,핀두스산맥,Pindus산맥,,그리스,기타 언어,,,,,,,,,그리스 서북부에 있는 산맥.,표준국어대사전,Y,2022-02-23 14:45:00,
88,국어의 로마자 표기법,,행정 구역,행정 구역,우아동2가,,Ua-dong 2-ga,,,,,,,,,,,,,Y,2019-01-24 14:32:00,
89,외래어 표기법,지명,,,피레우스,Piraeus,,그리스,기타 언어,,,,피라이우스,피레이우스,,,,피레에프스'의 옛 이름.,표준국어대사전,Y,2022-02-23 14:45:00,
89,국어의 로마자 표기법,,행정 구역,행정 구역,우아동1가,,Ua-dong 1-ga,,,,,,,,,,,,,Y,2019-01-24 14:32:00,
90,외래어 표기법,지명,,,피레에프스,Piraiévs,,그리스,기타 언어,,,,피라이에프스,피레이에프스,,,,『지2』 그리스에서 가장 큰 무역항.,표준국어대사전,Y,2022-02-23 14:45:00,
90,국어의 로마자 표기법,,행정 구역,행정 구역,오학동,,Ohak-dong,,,,,,,,,,,,,Y,2019-01-24 14:32:00,
91,외래어 표기법,지명,,,피레에프스,Pireefs,,그리스,기타 언어,,,,,,,,,그리스의 아테네 서남쪽에 있는 항구 도시.,"편수자료, 용례집",Y,2022-02-23 14:45:00,
91,국어의 로마자 표기법,,행정 구역,행정 구역,오송읍,,Osong-eup,,,,,,,,,,,,,Y,2019-01-24 14:32:00,
92,외래어 표기법,지명,,,피로고스,Pirgos,,그리스,기타 언어,,,,,,,,,그리스의 마을.,보유2,Y,2022-02-23 14:45:00,
92,국어의 로마자 표기법,,행정 구역,행정 구역,오도동,,Odo-dong,,,,,,,,,,,,,Y,2019-01-24 14:32:00,
93,외래어 표기법,지명,,,플라타이아이,Plataeae,,그리스,기타 언어,,,,,,,,,그리스의 고대 도시.,보유1,Y,2022-02-23 14:45:00,
93,국어의 로마자 표기법,,행정 구역,행정 구역,영해동2가,,Yeonghae-dong 2-ga,,,,,,,,,,,,,Y,2019-01-24 14:32:00,
94,외래어 표기법,지명,,,프리에네,Priene,,그리스,기타 언어,,,,프라이엔,프라이에네,,,,고대 이오니아의 12개 도시 가운데 하나.,표준국어대사전,Y,2022-02-23 14:45:00,
94,국어의 로마자 표기법,,행정 구역,행정 구역,영해동1가,,Yeonghae-dong 1-ga,,,,,,,,,,,,,Y,2019-01-24 14:32:00,
95,외래어 표기법,지명,,,피드나,Pydna,,그리스,기타 언어,,,,,,,,,그리스 마케도니아 지방에 있던 고대 도시.,"편수자료, 용례집",Y,2022-02-23 14:45:00,
95,국어의 로마자 표기법,,행정 구역,행정 구역,영덕동,,Yeongdeok-dong,,,,,,,,,,,,,Y,2019-01-24 14:32:00,
96,외래어 표기법,지명,,,레팀논,Rethimnon,,그리스,기타 언어,,,,,,,,,에게해 남단부 중앙에 있는 그리스 령의 크레타섬에 있는 도시.,보유2,Y,2022-02-23 14:45:00,
96,국어의 로마자 표기법,,행정 구역,행정 구역,연양동,,Yeonyang-dong,,,,,,,,,,,,,Y,2019-01-24 14:32:00,
97,외래어 표기법,지명,,,로도스섬,Rhodos섬,,그리스,기타 언어,,,,,,,,,에게해 동남쪽 끝에 있는 그리스령 섬.,표준국어대사전,Y,2022-02-23 14:45:00,
97,국어의 로마자 표기법,,행정 구역,행정 구역,연서면,,Yeonseo-myeon,,,,,,,,,,,,,Y,2019-01-24 14:32:00,
98,외래어 표기법,지명,,,로도스섬,Rodos섬,,그리스,기타 언어,,,,,,,,,에게해의 동쪽 끝에 있는 그리스의 섬.,"편수자료, 용례집",Y,2022-02-23 14:45:00,
98,국어의 로마자 표기법,,행정 구역,행정 구역,연라동,,Yeolla-dong,,,,,,,,,,,,,Y,2019-01-24 14:32:00,
99,외래어 표기법,지명,,,살라미스,Salamis,,그리스,기타 언어,,,,샐러미스,,,,,키프로스섬의 동쪽 해안에 있는 고대 도시.,"표준국어대사전, 보유1",Y,2022-02-23 14:45:00,
99,국어의 로마자 표기법,,행정 구역,행정 구역,연동면,,Yeondong-myeon,,,,,,,,,,,,,Y,2019-01-24 14:32:00,
100,외래어 표기법,지명,,,살로니카,Salonika,,그리스,기타 언어,,,,쌀로니카,,,,,테살로니키’의 옛 이름. 그리스 북동쪽에 있는 항구 도시.,"표준국어대사전, 보유1",Y,2022-02-23 14:45:00,
100,국어의 로마자 표기법,,행정 구역,행정 구역,연다산동,,Yeondasan-dong,,,,,,,,,,,,,Y,2019-01-24 14:32:00,
101,외래어 표기법,지명,,,사모스섬,Samos섬,,그리스,기타 언어,,,,,,,,,"그리스 동남부, 에게해 동남부에 있는 섬.","표준국어대사전, 보유1",Y,2022-02-23 14:45:00,
101,국어의 로마자 표기법,,행정 구역,행정 구역,역동,,Yeok-dong,,,,,,,,,,,,,Y,2019-01-24 14:32:00,
102,외래어 표기법,지명,,,사모트라케,Samothrace,,그리스,기타 언어,,,,,,,,,그리스의 역사 지명.,보유2,Y,2022-02-23 14:45:00,
102,국어의 로마자 표기법,,행정 구역,행정 구역,여량면,,Yeoryang-myeon,,,,,,,,,,,,,Y,2019-01-24 14:32:00,
103,외래어 표기법,지명,,,세레,Serre,,그리스,기타 언어,,,,,,,,,그리스의 지명.,보유2,Y,2022-02-23 14:45:00,
103,국어의 로마자 표기법,,행정 구역,행정 구역,엄사면,,Eomsa-myeon,,,,,,,,,,,,,Y,2019-01-24 14:32:00,
104,외래어 표기법,지명,,,스키로스,Skiros,,그리스,기타 언어,,,,,,,,,그리스 신화에서 리코메데스가 다르시던 섬나라.,보유2,Y,2022-02-23 14:45:00,
104,국어의 로마자 표기법,,행정 구역,행정 구역,언남동,,Eonnam-dong,,,,,,,,,,,,,Y,2019-01-24 14:32:00,
105,외래어 표기법,지명,,,스타키라,Stagira,,그리스,기타 언어,,,,,,,,,그리스의 역사 지명.,보유2,Y,2022-02-23 14:45:00,
105,국어의 로마자 표기법,,행정 구역,행정 구역,어진동,,Eojin-dong,,,,,,,,,,,,,Y,2019-01-24 14:32:00,
106,외래어 표기법,지명,,,타이게토스산,Taygetos,,그리스,기타 언어,,,,,,,,,펠레폰네소스에 위치한 산.,보유1,Y,2022-02-23 14:45:00,
106,국어의 로마자 표기법,,행정 구역,행정 구역,어둔동,,Eodun-dong,,,,,,,,,,,,,Y,2019-01-24 14:32:00,
107,외래어 표기법,지명,,,테베,Thebae,,그리스,기타 언어,,,,디브즈,테베스,테브,태배,,고대 그리스의 도시 국가.,"편수자료, 용례집, 표준국어대사전",Y,2022-02-23 14:45:00,
107,국어의 로마자 표기법,,행정 구역,행정 구역,양촌읍,,Yangchon-eup,,,,,,,,,,,,,Y,2019-01-24 14:32:00,
108,외래어 표기법,지명,,,테르모필레,Thermopylae,,그리스,기타 언어,,,,테르모필래,텔모필레,텔모필래,,,그리스의 역사 지명.,"편수자료, 용례집, 표준국어대사전",Y,2022-02-23 14:45:00,
108,국어의 로마자 표기법,,행정 구역,행정 구역,야당동,,Yadang-dong,,,,,,,,,,,,,Y,2019-01-24 14:32:00,
109,외래어 표기법,지명,,,테살리아,Thessalia,,그리스,기타 언어,,,,테살랴,,,,,그리스의 역사 지명.,"편수자료, 용례집, 표준국어대사전",Y,2022-02-23 14:45:00,
109,국어의 로마자 표기법,,행정 구역,행정 구역,안양면,,Anyang-myeon,,,,,,,,,,,,,Y,2019-01-24 14:32:00,
110,외래어 표기법,지명,,,테살로니카,Thessalonica,,그리스,기타 언어,,,,,,,,,그리스 마케도니아 지방 테살로니키주의 주도.,보유1,Y,2022-02-23 14:45:00,
110,국어의 로마자 표기법,,행정 구역,행정 구역,안녕동,,Annyeong-dong,,,,,,,,,,,,,Y,2019-01-24 14:32:00,
111,외래어 표기법,지명,,,테살로니키,Thessaloniki,,,기타 언어,,,,,,,,," 그리스 북부 테살로니키현의 현도, 항만 도시. 코소보 재건 기구 소재지 별칭 셀라니크 Selanik, 솔룬 Solun, 샐로니카 Salonika, 샐로니키 Saloniki, 옛이름 테살로니카 Thessalonica",제29차 외래어 심의회,Y,2022-02-23 14:45:00,2023-04-18 13:28:00
111,국어의 로마자 표기법,,행정 구역,행정 구역,아름동,,Areum-dong,,,,,,,,,,,,,Y,2019-01-24 14:32:00,
112,외래어 표기법,지명,,,티라섬,Thira섬,,그리스,기타 언어,,,,,,,,,그리스 키클라데스 제도 남부에 있는 섬.,표준국어대사전,Y,2022-02-23 14:45:00,
112,국어의 로마자 표기법,,행정 구역,행정 구역,쌍령동,,Ssangnyeong-dong,,,,,,,,,,,,,Y,2019-01-24 14:32:00,
113,외래어 표기법,지명,,,트라케,Thrace,,"그리스, 튀르키예",기타 언어,,,,트라세,,,,,#NAME?,"편수자료, 용례집, 표준국어대사전",Y,2022-02-23 14:45:00,2023-04-18 13:29:00
113,국어의 로마자 표기법,,행정 구역,행정 구역,심곡본동,,Simgokbon-dong,,,,,,,,,,,,,Y,2019-01-24 14:32:00,
114,외래어 표기법,지명,,,티노스섬,Tinos,,그리스,기타 언어,,,,,,,,,지중해 동부 에게해에 있는 그리스섬.,보유2,Y,2022-02-23 14:45:00,
114,국어의 로마자 표기법,,행정 구역,행정 구역,신진동,,Sinjin-dong,,,,,,,,,,,,,Y,2019-01-24 14:32:00,
115,외래어 표기법,일반 용어,,,티린스,Tiryns,,그리스,기타 언어,,,,티린즈,,,,,그리스 남부 펠로폰네소스반도의 아르고스 지방에 있는 미케네 문명의 유적.,"보유1, 표준국어대사전",Y,2022-02-23 14:45:00,
115,국어의 로마자 표기법,,행정 구역,행정 구역,신읍동,,Sineup-dong,,,,,,,,,,,,,Y,2019-01-24 14:32:00,
116,외래어 표기법,지명,,,자킨토스섬,Zakinthos,,그리스,기타 언어,,,,,,,,,그리스 이오니아 제도 최남단의 섬.,보유2,Y,2022-02-23 14:45:00,
116,국어의 로마자 표기법,,행정 구역,행정 구역,신문동,,Sinmun-dong,,,,,,,,,,,,,Y,2019-01-24 14:32:00,
117,외래어 표기법,지명,,,아바단,Abadan,,이란,기타 언어,,,,,,,,,"이란 서남부, 페르시아만의 항만 도시.",표준국어대사전,Y,2022-02-23 14:45:00,
117,국어의 로마자 표기법,,행정 구역,행정 구역,신도안면,,Sindoan-myeon,,,,,,,,,,,,,Y,2019-01-24 14:32:00,
118,외래어 표기법,지명,,,아바림산,Abarim산,,이스라엘,기타 언어,,,,,,,,,[기독] 요르단강 서안에 있는 산.,표준국어대사전,Y,2022-02-23 14:45:00,
118,국어의 로마자 표기법,,행정 구역,행정 구역,시곡동,,Sigok-dong,,,,,,,,,,,,,Y,2019-01-24 14:32:00,
119,외래어 표기법,인명,,,압둘라 빈 하마드 아티야,Abdullah Bin Hamad Al-Attiyah,,카타르,기타 언어,아랍어명: عبدالله بن حمد العطية‎,,,,,,,,카타르 부총리,,Y,2022-02-23 14:45:00,
119,국어의 로마자 표기법,,행정 구역,행정 구역,수월동,,Suwol-dong,,,,,,,,,,,,,Y,2019-01-24 14:32:00,
120,외래어 표기법,지명,,,압하스,Abkhaz,,조지아,기타 언어,,,,,,,,,"흑해 동쪽, 조지아 서부에 있는 자치 공화국. 수도는 수후미",표준국어대사전,Y,2022-02-23 14:45:00,
120,국어의 로마자 표기법,,행정 구역,행정 구역,수안보면,,Suanbo-myeon,,,,,,,,,,,,,Y,2019-01-24 14:32:00,
121,외래어 표기법,지명,,,압하지야,Abkhaziya,,압하스,기타 언어,,,,,,,,,"=압하스. 조지아 북서부의 자치공화국. 캅카스 서쪽, 흑해 동남 연안. 별칭 압하스. 수도 수후미. 넓이 8,600㎢, 인구 53.8만. 날씨가 좋고 따뜻하여 휴양지로 유명. 근년 압하지야 독립 분쟁이 계속되고 있음.",제41차 외래어 심의회,Y,2022-02-23 14:45:00,
121,국어의 로마자 표기법,,행정 구역,행정 구역,수성동4가,,Suseong-dong 4-ga,,,,,,,,,,,,,Y,2019-01-24 14:32:00,
122,외래어 표기법,지명,,,아부키르만,Aboukir만,,이집트,기타 언어,,,,아보키르만,애부키르,애보키르만,,,이집트 알렉산드리아 동쪽에 있는 만.,표준국어대사전,Y,2022-02-23 14:45:00,
122,국어의 로마자 표기법,,행정 구역,행정 구역,수성동3가,,Suseong-dong 3-ga,,,,,,,,,,,,,Y,2019-01-24 14:32:00,
123,외래어 표기법,지명,,,아부다비,Abu Dhabi,,아랍에미리트,기타 언어,,,,,,,,,①아랍에미리트의 수도. ②아랍에미리트 연방을 구성하는 토후국.,,Y,2022-02-23 14:45:00,
123,국어의 로마자 표기법,,행정 구역,행정 구역,수성동2가,,Suseong-dong 2-ga,,,,,,,,,,,,,Y,2019-01-24 14:32:00,
124,외래어 표기법,지명,,,아부케말,Abu Kemal,,시리아,기타 언어,,,,,,,,,시리아에 있는 도시.,"편수자료, 용례집",Y,2022-02-23 14:45:00,
